level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	1	1	58	8	772	2361	18	21	88.311768	샌
5	1	1	1	58	9	793	2362	17	17	93.217850	즈
5	1	1	1	58	10	824	2361	42	21	89.475983	연
5	1	1	1	58	11	848	2348	21	45	93.233734	박
5	1	1	1	58	12	2066	2380	34	26	89.659897	37
4	1	1	1	59	0	18	2398	1136	48	-1	
5	1	1	1	59	1	18	2398	1136	48	49.821884	기
5	1	1	1	59	2	699	2394	87	69	0.000000	스
5	1	1	1	59	3	785	2394	88	69	0.000000	ㄴ
5	1	1	1	59	4	872	2394	52	69	0.000000	ㄴ
4	1	1	1	60	0	2066	2432	34	26	-1	
5	1	1	1	60	1	2066	2432	34	26	96.938103	38
4	1	1	1	61	0	18	2456	1208	34	-1	
5	1	1	1	61	1	18	2459	28	21	47.070129	EVA)
5	1	1	1	61	2	93	2456	115	16	51.415794	2026-05-04
5	1	1	1	61	3	1164	2469	38	21	93.192902	조식
5	1	1	1	61	4	1214	2472	12	16	69.661858	X
4	1	1	1	62	0	18	2484	2082	42	-1	
5	1	1	1	62	1	18	2501	28	21	89.783928	38
5	1	1	1	62	2	134	2489	34	23	23.978878	nn
5	1	1	1	62	3	1164	2505	38	21	77.578217	중식
5	1	1	1	62	4	1214	2508	12	16	45.222988	x
5	1	1	1	62	5	2066	2484	34	26	96.984390	39
4	1	1	1	63	0	18	2536	2082	38	-1	
5	1	1	1	63	1	18	2553	28	21	96.842422	39
5	1	1	1	63	2	594	2550	18	20	93.254837	유
5	1	1	1	63	3	618	2550	15	20	93.288086	니
5	1	1	1	63	4	638	2549	16	21	93.243156	버
5	1	1	1	63	5	660	2549	17	21	93.106567	설
5	1	1	1	63	6	682	2550	84	20	96.709930	스튜디오
5	1	1	1	63	7	1164	2541	38	21	92.432358	석식
5	1	1	1	63	8	1214	2544	12	16	41.416855	X
5	1	1	1	63	9	2064	2536	36	26	96.826027	40
4	1	1	1	64	0	16	2588	2078	38	-1	
5	1	1	1	64	1	16	2605	30	21	96.907730	40
5	1	1	1	64	2	594	2601	56	23	90.234085	[숙박]
5	1	1	1	64	3	662	2601	20	21	90.457901	마
5	1	1	1	64	4	684	2600	17	22	93.290154	리
5	1	1	1	64	5	706	2601	19	21	93.224335	나
5	1	1	1	64	6	728	2601	18	21	93.055443	베
5	1	1	1	64	7	750	2600	17	22	92.838974	이
5	1	1	1	64	8	772	2601	18	21	93.271622	샌
5	1	1	1	64	9	793	2602	16	17	92.387184	즈
5	1	1	1	64	10	824	2601	42	21	93.154900	연
5	1	1	1	64	11	848	2585	21	48	93.157761	박
5	1	1	1	64	12	2064	2588	30	26	96.807243	41
4	1	1	1	65	0	16	2692	2083	38	-1	
5	1	1	1	65	1	16	2699	30	21	96.038368	42
5	1	1	1	65	2	134	2709	34	21	70.871628	(sh
5	1	1	1	65	3	1164	2699	38	21	93.161636	중식
5	1	1	1	65	4	1214	2702	12	16	66.321243	×
5	1	1	1	65	5	2064	2692	35	26	96.341354	43
4	1	1	1	66	0	16	2735	2084	37	-1	
5	1	1	1	66	1	16	2751	30	21	96.240967	43
5	1	1	1	66	2	595	2748	16	20	93.288933	인
5	1	1	1	66	3	616	2747	16	21	93.245865	천
5	1	1	1	66	4	638	2747	37	21	96.737297	공항
5	1	1	1	66	5	690	2747	40	21	97.006256	도착
5	1	1	1	66	6	1164	2735	38	21	93.295273	석식
5	1	1	1	66	7	1214	2738	12	16	80.939926	※
5	1	1	1	66	8	2064	2744	36	26	70.521500	1
4	1	1	1	67	0	16	2793	2083	29	-1	
5	1	1	1	67	1	16	2793	31	21	95.999260	44
5	1	1	1	67	2	2064	2796	35	26	95.667809	45
4	1	1	1	68	0	16	2835	2084	39	-1	
5	1	1	1	68	1	16	2835	30	21	95.243729	45
5	1	1	1	68	2	398	2835	38	21	93.300682	상기
5	1	1	1	68	3	451	2836	16	20	91.966743	일
5	1	1	1	68	4	472	2836	40	20	93.286812	정
5	1	1	1	68	5	491	2825	16	42	97.007767	은
5	1	1	1	68	6	524	2835	40	21	96.988342	항공
5	1	1	1	68	7	577	2836	17	20	96.989326	및
5	1	1	1	68	8	606	2835	38	21	93.295502	현지
5	1	1	1	68	9	658	2835	18	21	93.272133	사
5	1	1	1	68	10	680	2836	40	20	93.224579	정
5	1	1	1	68	11	698	2825	17	42	97.012474	에
5	1	1	1	68	12	732	2835	40	21	96.997940	의해
5	1	1	1	68	13	784	2835	40	21	93.298958	다소
5	1	1	1	68	14	838	2836	15	20	93.289864	변
5	1	1	1	68	15	858	2835	39	21	93.261726	경
5	1	1	1	68	16	879	2825	14	42	97.007233	될
5	1	1	1	68	17	910	2836	18	20	97.016937	수
5	1	1	1	68	18	940	2835	90	21	96.833542	있습니다.
5	1	1	1	68	19	2064	2848	36	26	95.988144	46
4	1	1	1	69	0	16	2877	30	21	-1	
5	1	1	1	69	1	16	2877	30	21	96.438522	46
4	1	1	1	70	0	16	2900	2084	42	-1	
5	1	1	1	70	1	16	2919	30	21	96.673828	47
5	1	1	1	70	2	608	2916	87	26	91.337524	2026
5	1	1	1	70	3	674	2912	23	39	91.559723	년
5	1	1	1	70	4	708	2916	41	26	91.559723	4
5	1	1	1	70	5	733	2912	23	39	92.954399	월
5	1	1	1	70	6	764	2916	55	26	92.737221	18
5	1	1	1	70	7	799	2912	25	39	93.153358	일
5	1	1	1	70	8	2064	2900	36	26	96.907654	47
4	1	1	1	71	0	16	2952	2084	30	-1	
5	1	1	1	71	1	16	2961	30	21	96.801567	48
5	1	1	1	71	2	2064	2952	36	26	96.953514	48
